user_id,state,city,country,total_transactions,total_spent,avg_order_value,total_sessions,converted_sessions,avg_session_duration_sec,total_products_viewed,conversion_rate,engagement_score,predicted_future_value,total_clv,customer_segment
user_004381,LA,South Jamesberg,KH,9,6098.46,677.61,11,3,1896.7272727272727,40,27.27,4.88,1653.37,7751.83,Medium Value
user_003095,TX,Margaretside,GE,8,6862.16,857.77,12,4,1460.9166666666667,43,33.33,5.69,2440.36,9302.52,High Value
user_003283,VI,West Jennifer,FR,6,4986.24,831.04,11,4,1607.6363636363637,50,36.36,5.4,2243.81,7230.05,High Value
user_003552,FM,Port Fredborough,AO,3,4222.65,1407.55,16,0,2004.625,51,0.0,4.9,3448.5,7671.15,Medium Value
user_003879,TX,South Benjamin,AL,7,10022.51,1431.79,14,1,1691.7857142857142,58,7.14,4.82,3450.61,13473.12,Medium Value
user_003970,MN,Paulmouth,PS,6,5660.7,943.45,19,2,1730.421052631579,73,10.53,6.85,3231.32,8892.02,High Value
user_004094,DE,Priscillaville,MN,3,3299.98,1099.99,9,0,1640.3333333333333,32,0.0,2.76,1517.99,4817.97,Medium Value
user_004170,AK,Morahaven,TZ,4,3793.31,948.33,10,3,1653.3,31,30.0,4.56,2162.19,5955.5,Medium Value
user_004421,CT,North Katherine,LT,4,6061.68,1515.42,5,1,2205.2,13,20.0,2.03,1538.15,7599.83,Medium Value
user_004608,PR,South William,JP,4,4979.98,1245.0,6,1,1726.8333333333333,26,16.67,2.35,1462.88,6442.86,Medium Value
user_004796,GA,Garyville,LY,3,3283.06,1094.35,9,1,1845.6666666666667,42,11.11,3.28,1794.73,5077.79,Medium Value
user_004829,ME,West Juanberg,IL,6,2871.79,478.63,9,2,1575.7777777777778,29,22.22,3.76,899.82,3771.61,Medium Value
user_004905,UT,Timothystad,PH,2,1743.68,871.84,11,1,1982.3636363636363,39,9.09,3.88,1691.37,3435.05,Medium Value
user_004920,FL,New Markton,KZ,4,2203.13,550.78,10,3,1923.1,33,30.0,4.57,1258.53,3461.66,Medium Value
user_005009,NH,Danielmouth,AO,7,5622.11,803.16,12,5,1755.8333333333333,44,41.67,6.19,2485.78,8107.89,High Value
user_003809,OK,South Johnland,CA,7,9920.97,1417.28,10,4,1368.9,28,40.0,5.06,3585.72,13506.69,High Value
user_003952,FL,West Debraport,MG,4,4765.86,1191.47,10,1,1917.2,30,10.0,3.56,2120.82,6886.68,Medium Value
user_003961,TX,Rosemouth,ML,2,2878.05,1439.03,7,1,1935.4285714285713,26,14.29,2.65,1906.71,4784.76,Medium Value
user_004107,CT,Lake Cynthia,DZ,1,784.93,784.93,12,0,1522.5833333333333,46,0.0,3.69,1448.2,2233.13,Medium Value
user_004359,CA,Toddhaven,JP,8,8312.97,1039.12,9,2,1491.2222222222222,29,22.22,3.76,1953.55,10266.52,Medium Value
user_004502,VI,Michelleburgh,DZ,3,1177.05,392.35,8,3,2535.5,33,37.5,3.97,778.81,1955.86,Medium Value
user_005025,DC,New Monicaburgh,BG,3,4791.4,1597.13,4,0,1982.75,18,0.0,1.24,990.22,5781.62,Medium Value
user_003499,IL,Petersville,HT,4,4584.18,1146.05,7,1,2134.1428571428573,21,14.29,2.64,1512.79,6096.97,Medium Value
user_004122,VA,Jessicachester,LY,4,6976.48,1744.12,13,2,1769.5384615384614,44,15.38,4.99,4351.58,11328.06,Medium Value
user_004272,WI,Erikaport,KP,7,8279.31,1182.76,11,4,1577.0,31,36.36,5.36,3169.8,11449.11,High Value
user_004323,GU,Georgeville,MR,4,4591.42,1147.86,11,2,1853.1818181818182,37,18.18,4.37,2508.07,7099.49,Medium Value
user_004524,ME,Erinview,FJ,4,6870.89,1717.72,12,2,2351.5,31,16.67,4.66,4002.29,10873.18,Medium Value
user_004987,KY,Staffordhaven,TW,5,3873.64,774.73,6,0,1084.5,26,0.0,1.85,716.63,4590.27,Medium Value
user_005018,MS,Schultzberg,KP,4,4077.56,1019.39,12,1,1331.5,39,8.33,4.18,2130.53,6208.09,Medium Value
user_005019,NV,East Andrea,DK,9,8053.27,894.81,12,4,1704.0,50,33.33,5.7,2550.21,10603.48,High Value
user_003186,KS,Hoffmanshire,PE,7,9065.74,1295.11,8,2,1568.0,30,25.0,3.46,2240.54,11306.28,Medium Value
user_003264,FM,Steeleport,KN,6,4109.06,684.84,12,5,1720.0833333333333,41,41.67,6.18,2116.16,6225.22,High Value
user_003568,WY,Chelseaport,JP,2,2561.16,1280.58,8,0,1531.5,20,0.0,2.44,1562.31,4123.47,Medium Value
user_003619,ME,Fuenteshaven,UZ,3,3526.62,1175.54,11,1,2280.090909090909,42,9.09,3.88,2280.55,5807.17,Medium Value
user_003792,CT,West Melissa,PY,4,2068.96,517.24,14,3,1585.857142857143,53,21.43,5.81,1502.58,3571.54,High Value
user_003921,ND,Tracyhaven,MH,6,8706.76,1451.13,7,1,2481.714285714286,30,14.29,2.66,1930.0,10636.76,Medium Value
user_004010,NY,Jennifershire,CI,4,5463.16,1365.79,13,1,1588.1538461538462,49,7.69,4.5,3073.03,8536.19,Medium Value
user_004787,GA,West James,PY,6,3129.35,521.56,8,4,1817.5,31,50.0,4.46,1163.08,4292.43,Medium Value
user_003078,NE,Port Daisymouth,KZ,4,2538.45,634.61,13,4,2030.5384615384614,45,30.77,5.99,1900.66,4439.11,High Value
user_003375,PR,South Victoriastad,AO,4,2101.48,525.37,6,2,1588.6666666666667,24,33.33,2.85,748.65,2850.13,Medium Value
user_003482,KS,East Tarahaven,FI,5,4376.55,875.31,7,3,1977.857142857143,19,42.86,3.64,1593.06,5969.61,Medium Value
user_003626,MP,Richardtown,PG,6,5239.17,873.2,9,3,1706.3333333333333,25,33.33,4.25,1855.55,7094.72,Medium Value
user_003696,SC,Gwendolynberg,TG,4,4013.65,1003.41,11,2,2104.5454545454545,35,18.18,4.37,2192.45,6206.1,Medium Value
user_003891,KS,South Aaronberg,BF,9,11101.84,1233.54,9,2,2134.1111111111113,31,22.22,3.76,2319.06,13420.9,Medium Value
user_004192,MP,Port Jennifershire,QA,4,3727.57,931.89,3,1,2135.0,11,33.33,1.42,661.64,4389.21,Medium Value
user_004297,WV,Curtisberg,PL,6,6664.72,1110.79,11,1,1959.8181818181818,43,9.09,3.89,2160.49,8825.21,Medium Value
user_004353,GU,Anthonyberg,TM,3,4828.88,1609.63,8,1,1547.25,33,12.5,2.97,2390.3,7219.18,Medium Value
user_004511,WY,Lewischester,IT,4,4426.98,1106.75,8,0,1962.0,16,0.0,2.43,1344.7,5771.68,Medium Value
user_004790,MI,North Jenniferfurt,TW,5,5305.85,1061.17,7,0,1863.2857142857142,24,0.0,2.15,1140.76,6446.61,Medium Value
user_004806,WV,Ricemouth,YE,5,5798.66,1159.73,12,2,2496.5,45,16.67,4.69,2719.57,8518.23,Medium Value
user_004881,OH,South Cody,TV,3,5538.01,1846.0,8,1,2147.75,28,12.5,2.96,2732.08,8270.09,Medium Value
user_003199,AL,South Allen,AR,7,8525.72,1217.96,13,3,1744.6153846153845,50,23.08,5.5,3349.39,11875.11,High Value
user_003541,FM,Claytonchester,GQ,3,3243.09,1081.03,7,1,1809.4285714285713,25,14.29,2.65,1432.36,4675.45,Medium Value
user_003959,MT,New Leslie,KN,3,3547.76,1182.59,11,2,1833.090909090909,37,18.18,4.37,2583.96,6131.72,Medium Value
user_004085,RI,Vazquezport,VU,5,5626.04,1125.21,8,1,2324.75,18,12.5,2.94,1654.06,7280.1,Medium Value
user_004108,PR,West Robertmouth,JM,5,4913.5,982.7,10,2,2403.3,29,20.0,4.06,1994.88,6908.38,Medium Value
user_004365,KS,Maryburgh,CI,3,3772.17,1257.39,5,0,2200.6,25,0.0,1.55,974.48,4746.65,Medium Value
user_004428,KY,North Keithchester,CD,3,1487.14,495.71,8,1,2068.625,26,12.5,2.95,731.17,2218.31,Medium Value
user_004586,NC,Kendraborough,NO,6,12436.89,2072.82,10,2,1634.8,31,20.0,4.06,4207.82,16644.71,Medium Value
user_004651,GA,Bryantberg,CV,5,4781.0,956.2,10,2,1813.8,30,20.0,4.06,1941.09,6722.09,Medium Value
user_004662,MO,Dianamouth,TM,4,4568.91,1142.23,11,0,1813.2727272727273,49,0.0,3.4,1941.79,6510.7,Medium Value
user_004673,CA,Josephside,SY,3,2171.64,723.88,9,2,1569.4444444444443,36,22.22,3.77,1364.51,3536.15,Medium Value
user_004874,RI,East Gabrielle,BH,6,5298.81,883.14,12,3,1801.25,53,25.0,5.21,2300.58,7599.39,High Value
user_005013,DC,Clarkton,KG,5,4580.3,916.06,9,3,2137.222222222222,33,33.33,4.27,1955.79,6536.09,Medium Value
user_005054,ME,Melissaside,EE,5,5624.62,1124.92,7,2,1662.4285714285713,33,28.57,3.17,1783.0,7407.62,Medium Value
user_005084,MS,Sampsonmouth,BO,8,8286.09,1035.76,18,6,2154.5,62,33.33,8.52,4412.34,12698.43,High Value
user_003265,KS,Hahnberg,ZW,6,5385.69,897.62,12,3,1565.6666666666667,44,25.0,5.19,2329.32,7715.01,High Value
user_003484,MS,Lake Yolandamouth,DO,7,5239.9,748.56,9,5,2690.8888888888887,35,55.56,5.27,1972.46,7212.36,High Value
user_003490,MO,Hunterville,MR,6,5398.74,899.79,8,2,1791.5,31,25.0,3.46,1556.64,6955.38,Medium Value
user_003617,GA,East Julie,MW,4,6010.4,1502.6,6,2,2004.0,18,33.33,2.84,2133.69,8144.09,Medium Value
user_003795,NJ,West Justin,DE,3,3248.63,1082.88,7,0,1832.0,28,0.0,2.16,1169.51,4418.14,Medium Value
user_003851,KY,North Russell,RS,5,5101.44,1020.29,8,2,2132.875,28,25.0,3.46,1765.1,6866.54,Medium Value
user_003999,NH,Carsonchester,PW,5,6676.2,1335.24,12,0,1910.5,38,0.0,3.68,2456.84,9133.04,Medium Value
user_004494,GU,Lake Kevin,UZ,9,10958.08,1217.56,15,3,1672.0666666666666,47,20.0,6.09,3707.47,14665.55,High Value
user_004523,NV,Port Christine,BR,5,7116.18,1423.24,3,2,2220.3333333333335,8,66.67,1.92,1366.31,8482.49,Medium Value
user_004936,NV,Port Michael,GB,2,1636.7,818.35,7,0,1517.7142857142858,21,0.0,2.14,875.63,2512.33,Medium Value
user_004996,SD,West Dianaberg,LA,8,4803.4,600.43,16,5,1876.4375,48,31.25,7.4,2221.59,7024.99,High Value
user_003196,DC,Lake Katherine,FJ,4,4178.06,1044.51,15,2,2289.866666666667,49,13.33,5.6,2924.63,7102.69,High Value
user_003291,MD,Danielshire,DM,2,2323.35,1161.68,13,1,2004.3076923076924,44,7.69,4.49,2607.97,4931.32,Medium Value
user_003781,WV,Danielbury,CH,,,,13,0,2105.846153846154,45,0.0,3.99,0.0,0.0,Low Value
user_004267,IN,North Patrickfort,GN,9,7217.45,801.94,10,3,1469.7,24,30.0,4.55,1824.41,9041.86,Medium Value
user_004368,MI,Robinfort,GM,2,2409.52,1204.76,10,1,2094.5,37,10.0,3.57,2150.5,4560.02,Medium Value
user_004459,WV,Butlermouth,NZ,5,3333.21,666.64,17,2,1903.4117647058824,51,11.76,6.2,2066.58,5399.79,High Value
user_004732,NC,New Jonathanhaven,BJ,5,5823.79,1164.76,9,2,1698.888888888889,33,22.22,3.77,2195.57,8019.36,Medium Value
user_004838,NV,Port Cody,AD,5,5664.68,1132.94,10,0,1023.4,36,0.0,3.07,1739.06,7403.74,Medium Value
user_004885,NC,Lake Angelaburgh,DM,5,4991.25,998.25,8,3,1785.0,33,37.5,3.97,1981.53,6972.78,Medium Value
user_004980,NY,North Jasonland,BE,2,2218.57,1109.29,7,1,1304.2857142857142,28,14.29,2.66,1475.36,3693.93,Medium Value
user_005042,WI,East Timothy,DM,2,2042.38,1021.19,9,0,2475.4444444444443,32,0.0,2.76,1409.24,3451.62,Medium Value
user_003310,FL,Emilyside,MG,4,4084.51,1021.13,7,2,1971.0,22,28.57,3.14,1603.17,5687.68,Medium Value
user_003431,SD,Paulport,DK,5,5560.39,1112.08,7,2,2424.4285714285716,21,28.57,3.14,1745.97,7306.36,Medium Value
user_003475,TX,Avilaborough,ZW,3,1447.96,482.65,9,2,2188.0,34,22.22,3.77,909.8,2357.76,Medium Value
user_003477,MH,West James,PE,5,4133.64,826.73,9,3,2166.8888888888887,39,33.33,4.28,1769.2,5902.84,Medium Value
user_003707,TX,Juantown,BZ,8,8426.78,1053.35,12,1,2113.9166666666665,32,8.33,4.16,2190.97,10617.75,Medium Value
user_004087,RI,South Danielville,JM,9,8773.42,974.82,9,2,2247.6666666666665,23,22.22,3.75,1827.79,10601.21,Medium Value
user_004339,AS,Rodriguezton,JP,4,3063.16,765.79,11,3,1866.0,32,27.27,4.86,1860.87,4924.03,Medium Value
user_004462,SC,Michellemouth,SC,6,8138.9,1356.48,7,1,2044.5714285714287,33,14.29,2.67,1810.9,9949.8,Medium Value
user_004756,IL,Kendraton,BR,2,1701.9,850.95,11,0,2111.3636363636365,42,0.0,3.38,1438.11,3140.01,Medium Value
user_004878,MO,Cynthiashire,SE,5,6039.28,1207.86,14,2,1555.5,49,14.29,5.3,3200.83,9240.11,High Value
user_004946,NH,East Alishastad,PS,6,6100.95,1016.82,11,3,1963.2727272727273,26,27.27,4.85,2465.79,8566.74,Medium Value
user_003223,MA,Johnsonland,LB,6,7110.96,1185.16,10,3,2151.3,35,30.0,4.57,2708.09,9819.05,Medium Value
user_003853,FL,South Charles,LC,1,2194.07,2194.07,5,1,914.6,25,20.0,2.05,2248.92,4442.99,Medium Value
user_004211,RI,Melissafurt,PG,3,3017.17,1005.72,8,1,2045.375,29,12.5,2.96,1488.47,4505.64,Medium Value
user_004647,CA,Hannahmouth,IQ,7,8743.86,1249.12,13,3,1623.5384615384614,50,23.08,5.5,3435.08,12178.94,High Value
user_004917,NM,West Adrianbury,NL,6,9156.1,1526.02,8,3,1671.5,30,37.5,3.96,3021.52,12177.62,Medium Value
user_003344,RI,Coreybury,IE,7,6521.87,931.7,13,3,2067.0,35,23.08,5.47,2548.2,9070.07,High Value
user_003356,AZ,Charlesshire,BS,3,2572.85,857.62,8,2,1355.625,31,25.0,3.46,1483.68,4056.53,Medium Value
user_003462,FL,West Frances,AG,5,6870.7,1374.14,14,4,1846.642857142857,54,28.57,6.31,4335.41,11206.11,High Value
user_003689,OR,Johnsonburgh,LT,2,2433.59,1216.8,8,1,1925.375,31,12.5,2.96,1800.86,4234.45,Medium Value
user_003858,TN,North Steven,LK,2,3407.39,1703.7,4,0,2494.75,17,0.0,1.23,1047.78,4455.17,Medium Value
user_004056,NM,New Jonathan,NR,8,10083.38,1260.42,9,1,1508.2222222222222,22,11.11,3.24,2041.88,12125.26,Medium Value
user_004191,CT,Dylanberg,ER,6,4853.93,808.99,10,1,1979.7,40,10.0,3.58,1448.09,6302.02,Medium Value
user_004318,MS,Claytonshire,KM,4,3151.63,787.91,8,2,2015.25,27,25.0,3.45,1359.14,4510.77,Medium Value
user_004417,GA,Deanport,ZM,4,3836.67,959.17,7,1,1891.2857142857142,33,14.29,2.67,1280.49,5117.16,Medium Value
user_004465,NC,Lake Megan,PL,7,6296.6,899.51,11,3,1994.7272727272727,51,27.27,4.9,2203.8,8500.4,Medium Value
user_004800,VT,New Michaelland,GY,7,6878.73,982.68,9,1,1420.4444444444443,21,11.11,3.24,1591.94,8470.67,Medium Value
user_004841,ND,South Joanneborough,JM,5,5415.19,1083.04,10,2,2175.4,41,20.0,4.08,2209.4,7624.59,Medium Value
user_004977,MH,West Wanda,MR,8,6206.21,775.78,13,2,1925.8461538461538,44,15.38,4.99,1935.57,8141.78,Medium Value
user_003278,DE,Lake Jessica,DE,4,3984.68,996.17,7,2,1920.2857142857142,22,28.57,3.14,1563.99,5548.67,Medium Value
user_003347,NE,Port Kellyland,DZ,5,6113.88,1222.78,10,2,1911.1,29,20.0,4.06,2482.24,8596.12,Medium Value
user_003353,OR,Davisstad,TH,3,4021.85,1340.62,7,0,864.8571428571429,24,0.0,2.15,1441.17,5463.02,Medium Value
user_003839,MI,New Hollyburgh,QA,9,11760.99,1306.78,12,4,2197.1666666666665,38,33.33,5.68,3711.26,15472.25,High Value
user_003867,NY,East Christopherhaven,PH,1,2839.0,2839.0,6,0,1812.0,15,0.0,1.83,2597.69,5436.69,Medium Value
user_003914,OH,East Rogerport,NP,5,5252.77,1050.55,13,1,2024.2307692307693,48,7.69,4.5,2363.74,7616.51,Medium Value
user_004082,WA,Lake Davidton,KP,10,12787.61,1278.76,7,1,1319.5714285714287,20,14.29,2.64,1687.96,14475.57,Medium Value
user_004190,NM,South James,PT,2,494.96,247.48,11,2,1873.7272727272727,34,18.18,4.37,540.74,1035.7,Medium Value
user_004458,AZ,South Rhondaton,KG,7,7288.13,1041.16,11,4,2178.5454545454545,42,36.36,5.38,2800.72,10088.85,High Value
user_003616,AK,Gabrielleshire,AZ,2,1771.53,885.77,10,2,1736.0,30,20.0,4.06,1798.11,3569.64,Medium Value
user_003767,NC,Higginsland,AF,11,12086.68,1098.79,13,7,2355.0,49,53.85,7.5,4120.46,16207.14,High Value
user_003882,RI,Port Jennifer,PG,6,7435.34,1239.22,10,3,2537.1,32,30.0,4.56,2825.42,10260.76,Medium Value
user_004301,KS,Port Kellymouth,UA,5,3311.26,662.25,8,2,1666.25,28,25.0,3.46,1145.69,4456.95,Medium Value
user_004475,SC,North Jamesmouth,MY,6,4930.56,821.76,9,4,1969.111111111111,28,44.44,4.76,1955.79,6886.35,Medium Value
user_005040,AK,Tracyville,PS,2,2289.65,1144.82,6,0,2187.3333333333335,19,0.0,1.84,1053.23,3342.88,Medium Value
user_003357,RI,Hallview,CR,5,3514.63,702.93,12,5,1703.6666666666667,47,41.67,6.19,2175.57,5690.2,High Value
user_003675,FM,North Josephtown,VE,5,3424.95,684.99,12,3,1695.25,42,25.0,5.18,1774.12,5199.07,High Value
user_003738,MP,South Dianetown,BG,9,9456.93,1050.77,14,3,1631.0714285714287,51,21.43,5.8,3047.23,12504.16,High Value
user_003919,NY,Port Michelle,CZ,2,2134.49,1067.25,9,1,2284.6666666666665,32,11.11,3.26,1739.62,3874.11,Medium Value
user_003926,WA,East Jennifertown,EG,3,3777.23,1259.08,8,2,1801.25,28,25.0,3.46,2178.21,5955.44,Medium Value
user_004046,NC,Bradleyport,MH,6,5089.96,848.33,8,4,2366.625,24,50.0,4.45,1887.53,6977.49,Medium Value
user_004441,DE,West Codyton,BO,2,2938.67,1469.33,8,1,1480.0,34,12.5,2.97,2181.96,5120.63,Medium Value
user_004596,WV,Martinland,QA,5,3816.04,763.21,8,3,1613.375,34,37.5,3.97,1514.97,5331.01,Medium Value
user_004723,ME,Kingville,KP,7,7575.05,1082.15,8,1,1877.0,28,12.5,2.96,1601.58,9176.63,Medium Value
user_004910,NE,Port Michael,RW,5,4344.98,869.0,11,2,1487.3636363636363,44,18.18,4.39,1907.46,6252.44,Medium Value
user_004931,VT,Ramosshire,MN,6,7622.68,1270.45,11,3,1782.0,41,27.27,4.88,3099.9,10722.58,Medium Value
user_004995,FL,New Zacharyland,CU,5,5554.51,1110.9,8,2,2107.625,35,25.0,3.47,1927.41,7481.92,Medium Value
user_003079,PA,Lake Rebecca,JO,1,1017.12,1017.12,5,1,1845.0,23,20.0,2.05,1042.55,2059.67,Medium Value
user_003267,MT,Curtistown,PG,7,6895.46,985.07,14,5,1326.7857142857142,49,35.71,6.8,3349.24,10244.7,High Value
user_003334,OR,Jonathanmouth,MH,10,12173.74,1217.37,14,4,1957.642857142857,68,28.57,6.34,3859.06,16032.8,High Value
user_003376,WA,Lake Shelley,AR,2,1268.64,634.32,5,1,2213.6,13,20.0,2.03,643.83,1912.47,Medium Value
user_003507,IN,South Chelsea,UY,3,4404.56,1468.19,5,1,1531.4,23,20.0,2.05,1504.89,5909.45,Medium Value
user_003610,CA,Robertstad,CO,7,7973.51,1139.07,13,4,1790.5384615384614,45,30.77,5.99,3411.51,11385.02,High Value
user_003709,MP,Jamestown,UA,3,3122.2,1040.73,10,0,1349.1,33,0.0,3.07,1597.52,4719.72,Medium Value
user_003946,VT,East Grace,GR,5,2657.35,531.47,14,2,1251.642857142857,54,14.29,5.31,1411.05,4068.4,High Value
user_004011,MT,Port David,PE,9,8785.56,976.17,16,5,1800.125,45,31.25,7.39,3606.95,12392.51,High Value
user_004053,NE,Thomasstad,BR,3,3208.62,1069.54,7,2,1969.142857142857,20,28.57,3.14,1679.18,4887.8,Medium Value
user_004150,VI,Dennisburgh,ER,3,4257.49,1419.16,4,0,650.5,17,0.0,1.23,872.78,5130.27,Medium Value
user_004337,TN,West Julianport,VC,6,6863.2,1143.87,8,0,2054.625,22,0.0,2.44,1395.52,8258.72,Medium Value
user_004633,MH,Lopezland,BG,10,8915.88,891.59,12,4,1795.8333333333333,48,33.33,5.7,2541.03,11456.91,High Value
user_005081,AK,Makaylashire,IE,4,4843.23,1210.81,10,2,1417.5,37,20.0,4.07,2464.0,7307.23,Medium Value
user_005106,GU,Colleenshire,RW,5,2691.56,538.31,11,2,1671.8181818181818,30,18.18,4.36,1173.52,3865.08,Medium Value
user_003137,MA,Melanieland,CM,5,6170.85,1234.17,8,1,2012.25,28,12.5,2.96,1826.57,7997.42,Medium Value
user_003407,WY,Rosemouth,GB,4,4844.8,1211.2,7,0,1654.7142857142858,26,0.0,2.15,1302.04,6146.84,Medium Value
user_003517,MO,Parkermouth,ER,8,7059.4,882.43,11,2,1704.1818181818182,46,18.18,4.39,1936.93,8996.33,Medium Value
user_003598,SC,Barronburgh,NE,2,2950.71,1475.36,11,2,1798.2727272727273,40,18.18,4.38,3231.04,6181.75,Medium Value
user_003612,AL,West John,HT,5,4661.31,932.26,10,2,1708.4,37,20.0,4.07,1897.15,6558.46,Medium Value
user_003972,RI,New Shane,MK,2,2980.43,1490.22,5,0,2129.2,11,0.0,1.52,1132.57,4113.0,Medium Value
user_003985,MP,West Pamelaville,NA,7,9895.87,1413.7,9,2,1383.5555555555557,28,22.22,3.76,2657.76,12553.63,Medium Value
user_004253,IL,Vegaborough,JM,7,5271.44,753.06,15,3,1369.1333333333334,55,20.0,6.11,2300.6,7572.04,High Value
user_004671,OK,New Shariville,BY,4,6237.23,1559.31,16,1,1989.25,67,6.25,5.43,4233.53,10470.76,High Value
user_004951,MD,New Jackie,FI,3,2915.21,971.74,6,1,1707.5,18,16.67,2.34,1136.94,4052.15,Medium Value
user_003322,NM,Fredericktown,KN,3,3365.3,1121.77,7,1,1475.857142857143,19,14.29,2.64,1480.74,4846.04,Medium Value
user_003346,TX,North Cindychester,BE,4,3976.24,994.06,8,1,1731.75,20,12.5,2.94,1461.27,5437.51,Medium Value
user_003369,MH,Jenniferton,KP,8,7664.23,958.03,13,6,1901.2307692307693,43,46.15,6.99,3348.31,11012.54,High Value
user_004419,MD,Mercadohaven,BH,9,10571.5,1174.61,8,3,1880.625,24,37.5,3.95,2319.85,12891.35,Medium Value
user_004510,ND,West Kristaview,EC,8,6388.9,798.61,11,5,1726.5454545454545,56,45.45,5.91,2359.89,8748.79,High Value
user_004552,WY,West David,LT,4,2896.09,724.02,11,2,1909.0,33,18.18,4.37,1581.98,4478.07,Medium Value
user_004960,KY,Port Heatherburgh,CU,6,7296.14,1216.02,10,2,2117.3,23,20.0,4.05,2462.44,9758.58,Medium Value
user_003146,KS,Gainesside,EE,4,3910.33,977.58,7,2,1312.4285714285713,27,28.57,3.15,1539.69,5450.02,Medium Value
user_003220,IN,Reidport,DZ,7,9369.84,1338.55,12,3,1628.1666666666667,27,25.0,5.15,3446.77,12816.61,High Value
user_003229,KS,Meyerfurt,AL,6,6190.53,1031.76,7,3,1703.2857142857142,31,42.86,3.66,1888.12,8078.65,Medium Value
user_003450,ID,Lake Dominique,IE,8,7276.66,909.58,11,5,2038.8181818181818,30,45.45,5.86,2665.07,9941.73,High Value
user_003505,NC,Mooreview,SE,6,7396.89,1232.81,12,3,1942.1666666666667,53,25.0,5.21,3211.47,10608.36,High Value
user_003990,HI,Mendozafurt,LK,6,5169.89,861.65,11,2,1181.2727272727273,40,18.18,4.38,1887.01,7056.9,Medium Value
user_004223,ID,Huntport,MK,9,9451.05,1050.12,11,4,2381.090909090909,34,36.36,5.37,2819.57,12270.62,High Value
user_004278,GU,Jacksonmouth,PE,5,4945.3,989.06,10,2,2077.7,32,20.0,4.06,2007.79,6953.09,Medium Value
user_004603,GA,Maxwellchester,GH,2,4640.64,2320.32,8,1,1337.625,33,12.5,2.97,3445.68,8086.32,Medium Value
user_004795,ID,Jamesburgh,BZ,7,7737.49,1105.36,10,4,1500.4,34,40.0,5.07,2802.09,10539.58,High Value
user_005000,NE,East Tamara,AR,5,5640.52,1128.1,6,2,1797.3333333333333,21,33.33,2.84,1601.9,7242.42,Medium Value
user_003088,RI,Port Kimberly,JM,4,2915.85,728.96,10,0,1425.1,35,0.0,3.07,1118.95,4034.8,Medium Value
user_003134,FM,Jeffersonmouth,BD,4,4222.87,1055.72,8,1,2050.125,28,12.5,2.96,1562.47,5785.34,Medium Value
user_003236,IL,Lamberthaven,GW,3,1582.25,527.42,10,1,2040.7,39,10.0,3.58,944.08,2526.33,Medium Value
user_003719,ID,North Rebekah,AG,3,2743.05,914.35,7,2,1951.142857142857,19,28.57,3.14,1435.53,4178.58,Medium Value
user_003965,NC,Calderonmouth,HU,6,6290.48,1048.41,12,5,1990.75,34,41.67,6.17,3234.34,9524.82,High Value
user_004233,OK,North Larry,MA,7,8641.9,1234.56,6,1,2270.0,23,16.67,2.35,1450.61,10092.51,Medium Value
user_004295,MT,Port Kimberlyfurt,AF,6,7463.07,1243.85,7,3,1974.4285714285713,34,42.86,3.67,2282.46,9745.53,Medium Value
user_004427,IA,North Anna,MT,3,3775.53,1258.51,8,2,1751.625,31,25.0,3.46,2177.22,5952.75,Medium Value
user_004702,PW,Robertberg,MY,11,13050.51,1186.41,9,5,2077.0,35,55.56,5.27,3126.19,16176.7,High Value
user_004846,NE,Lauraton,TN,1,1602.8,1602.8,9,0,2017.4444444444443,32,0.0,2.76,2211.86,3814.66,Medium Value
user_003075,NJ,Andersonberg,MW,4,2577.86,644.46,9,2,2001.111111111111,38,22.22,3.78,1218.03,3795.89,Medium Value
user_003516,ID,North Vanessa,TW,9,5643.76,627.08,16,8,1646.0,51,50.0,8.9,2790.51,8434.27,High Value
user_003732,CA,Port Nancyport,NP,6,5849.53,974.92,11,2,2031.8181818181818,41,18.18,4.38,2135.07,7984.6,Medium Value
user_004016,VI,New Timothy,CL,5,6003.54,1200.71,7,1,2305.0,24,14.29,2.65,1590.94,7594.48,Medium Value
user_004590,OH,Lake Natasha,BA,6,5711.44,951.91,7,3,1885.2857142857142,29,42.86,3.66,1742.0,7453.44,Medium Value
user_004592,VI,West Brandontown,EC,6,6256.33,1042.72,11,1,1508.7272727272727,55,9.09,3.91,2038.52,8294.85,Medium Value
user_004627,IL,Williammouth,TH,1,1789.53,1789.53,6,0,2482.5,18,0.0,1.84,1646.37,3435.9,Medium Value
user_004748,MT,Lake Jamesstad,KR,4,7589.62,1897.41,9,1,1446.888888888889,34,11.11,3.27,3102.27,10691.89,Medium Value
user_004797,SD,Williamsberg,PS,3,2582.96,860.99,9,0,1945.7777777777778,26,0.0,2.75,1183.86,3766.82,Medium Value
user_004827,TN,West Gregory,UZ,6,6728.78,1121.46,12,2,1312.3333333333333,40,16.67,4.68,2624.22,9353.0,Medium Value
user_004868,DC,Lake Denisebury,GY,5,6639.26,1327.85,9,1,1709.111111111111,23,11.11,3.25,2157.76,8797.02,Medium Value
user_003293,NV,North Theresa,TO,6,11938.13,1989.69,6,0,1338.8333333333333,26,0.0,1.85,1840.46,13778.59,Medium Value
user_003491,MH,Lake Lauraview,BJ,9,10928.24,1214.25,9,4,1928.5555555555557,27,44.44,4.75,2883.84,13812.08,Medium Value
